Date,Open,High,Low,Close,Adj Close,Volume
01/04/2015,124.82,125.120003,123.099998,124.25,116.335678,40621400
02/04/2015,125.029999,125.559998,124.190002,125.32,117.337532,32220100
06/04/2015,124.470001,127.510002,124.330002,127.349998,119.238213,37194000
07/04/2015,127.639999,128.119995,125.980003,126.010002,117.983574,35012300
08/04/2015,125.849998,126.400002,124.970001,125.599998,117.59967,37329200
09/04/2015,125.849998,126.580002,124.660004,126.559998,118.498535,32484000
10/04/2015,125.949997,127.209999,125.260002,127.099998,119.00415,40188000
13/04/2015,128.369995,128.570007,126.610001,126.849998,118.770073,36365100
14/04/2015,127,127.290001,125.910004,126.300003,118.255112,25524600
15/04/2015,126.410004,127.129997,126.010002,126.779999,118.704529,28970400
16/04/2015,126.279999,127.099998,126.110001,126.169998,118.133377,28369000
17/04/2015,125.550003,126.139999,124.459999,124.75,116.803818,51957000
20/04/2015,125.57,128.119995,125.169998,127.599998,119.472282,47054300
21/04/2015,128.100006,128.199997,126.669998,126.910004,118.826271,32435100
22/04/2015,126.989998,128.869995,126.32,128.619995,120.427322,37654500
23/04/2015,128.300003,130.419998,128.139999,129.669998,121.410461,45770900
24/04/2015,130.490005,130.630005,129.229996,130.279999,121.981583,44525900
27/04/2015,132.309998,133.130005,131.149994,132.649994,124.200623,96954200
28/04/2015,134.460007,134.539993,129.570007,130.559998,122.243759,118924000
29/04/2015,130.160004,131.589996,128.300003,128.639999,120.446053,63386100
30/04/2015,128.639999,128.639999,124.580002,125.150002,117.178352,83195400
01/05/2015,126.099998,130.130005,125.300003,128.949997,120.736305,58512600
04/05/2015,129.5,130.570007,128.259995,128.699997,120.502243,50988300
05/05/2015,128.149994,128.449997,125.779999,125.800003,117.786964,49271400
06/05/2015,126.559998,126.75,123.360001,125.010002,117.047272,72141000
07/05/2015,124.769997,126.080002,124.019997,125.260002,117.771248,43940900
08/05/2015,126.68,127.620003,126.110001,127.620003,119.990158,55550400
11/05/2015,127.389999,127.559998,125.629997,126.32,118.767876,42035800
12/05/2015,125.599998,126.879997,124.82,125.870003,118.344772,48160000
13/05/2015,126.150002,127.190002,125.870003,126.010002,118.476402,34694200
14/05/2015,127.410004,128.949997,127.160004,128.949997,121.240623,45203500
15/05/2015,129.070007,129.490005,128.210007,128.770004,121.071388,38208000
18/05/2015,128.380005,130.720001,128.360001,130.190002,122.406502,50882900
